9000,8868,0.985333333
[-171.0841885],[-27.02078961],[-1.54422451]
[-171.13505359],[-28.9411067],[-0.65921581]
[-170.0149638],[-26.57825568],[-0.94573062]
[-168.43947644],[-28.829422],[-0.20749841]
[-170.53029724],[-27.01201721],[2.17451582]
[-167.93299093],[-23.25278863],[3.46442917]
[-164.45864323],[-22.75702013],[3.8104587]
[-163.02950234],[-19.20441346],[4.05565582]
[-164.47571651],[-20.13502207],[4.52082557]
[-164.70741406],[-17.89162556],[4.67448444]
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
[-161.60817512],[-22.34645354],[8.13129504]
,,
[-161.63013667],[-21.8350727],[8.1251096]
[-165.00642093],[-43.77504737],[-169.53391746]
[-161.36968129],[-22.76836709],[8.41272937]
[-164.45192152],[-24.35696115],[8.36643443]
[-165.0833266],[-19.56722697],[7.72213025]
[-166.9490567],[-25.94253178],[7.97008136]
[-167.57279713],[-22.08482275],[8.03377173]
[-166.8421936],[-22.41573777],[7.76559482]
[-166.33223437],[-22.12814906],[6.85146737]
[-169.38385783],[-23.92060809],[6.90698837]
[-170.82211355],[-22.68974809],[7.15235643]
[-169.76258392],[-26.46923974],[5.94005519]
[-171.41536851],[-27.90604639],[6.7369132]
[-170.83474917],[-29.06875726],[5.23521949]
[-171.9166012],[-30.4679298],[4.0798631]
[-175.25287191],[-28.13959218],[3.11198407]
[-175.09539945],[-26.77129272],[1.84975265]
[-176.44427175],[-25.66092087],[0.86892156]
[-177.0490642],[-25.51795019],[-0.53256309]
[-178.00809957],[-22.91373965],[-0.57063847]
[179.65535137],[-22.1722275],[-1.59860542]
[-179.6165365],[-22.55112293],[-1.99376291]
[179.45756801],[-20.91793807],[-2.85579464]
[179.2301166],[-20.11276633],[-1.58019502]
[178.43473342],[-19.5302015],[-0.16584725]
[178.93245635],[-21.04245993],[-0.55470431]
[178.3733183],[-24.0648898],[0.13569597]
[-179.19830164],[-25.56968527],[1.68046053]
[-177.22558274],[-23.22384276],[3.12836638]
[-175.71750286],[-24.08262869],[3.94442146]
[-176.05976315],[-25.21737111],[4.71037236]
[-175.99907098],[-25.28819473],[4.88063402]
[-177.4341035],[-25.99266253],[5.87128917]
[-176.11131998],[-24.31687237],[5.94408286]
[-176.57385019],[-23.58501927],[7.20333189]
[-176.07893173],[-25.45577572],[7.24216573]
[-176.81829351],[-27.3925642],[8.59567718]
[-176.14298823],[-25.14015676],[8.16203426]
[-175.01537653],[-25.29010409],[8.50301094]
[-176.58104571],[-24.35258374],[8.77756835]
[-177.16991115],[-23.55275387],[9.40659152]
[-176.11069341],[-25.71049881],[8.42049869]
[-176.82262713],[-25.95933555],[8.48307806]
[-177.09612302],[-22.60525172],[8.1784884]
[-177.16444486],[-24.51915407],[7.40242724]
[-177.19858109],[-25.7849394],[6.52779306]
[-177.10472234],[-26.35721676],[6.45531511]
[-176.6651397],[-26.31840711],[6.15067932]
[-179.38353083],[-26.87384655],[6.51251946]
[-179.33376515],[-26.18432912],[6.77953152]
[-177.94524195],[-26.06261006],[5.54163558]
[-179.23791223],[-26.60034577],[5.2348819]
[-179.38089264],[-25.44833584],[4.73695178]
[-178.16118088],[-25.76602888],[4.4508682]
[-179.0972452],[-25.26240662],[4.05588223]
[-177.76146842],[-25.28105621],[4.34260957]
[-178.02406157],[-25.59946229],[4.27107241]
[179.8535338],[-26.89393138],[3.98052917]
[-179.03168307],[-25.46130473],[3.66265626]
[-179.8034588],[-25.85593549],[3.63313186]
[-179.33874909],[-26.61550622],[2.81523447]
[-179.75552512],[-24.99088067],[2.98515591]
[179.78753776],[-25.3702365],[2.47573067]
[-178.81439394],[-25.50579531],[2.081811]
[-179.6295494],[-24.87334413],[1.20281394]
[-179.86565647],[-26.35950071],[0.88400069]
[-179.12821977],[-26.03908383],[-0.2519405]
[-178.58100751],[-26.37082369],[-0.44053707]
[-178.61461202],[-26.05910591],[-0.9661069]
[-178.99365916],[-25.96363886],[-1.0214296]
[-179.01277728],[-24.76496787],[-0.99964544]
[-179.20212542],[-26.12140391],[-0.8680531]
[-178.11060892],[-26.85698745],[-0.87743036]
[-179.05643372],[-25.10662641],[-1.09011545]
[-179.81930031],[-27.39666827],[-0.65436926]
[-178.12050655],[-25.8010287],[-0.62316405]
[-178.34081897],[-27.6892074],[-0.86435234]
[-178.14953465],[-28.13869915],[-0.53872524]
[-177.29965261],[-28.21059835],[-1.00815502]
[-178.19822441],[-28.20788851],[-0.53480981]
[-179.02610879],[-27.37052973],[-0.17221526]
[-178.98954233],[-27.00209247],[1.12134607]
[-179.23413446],[-28.77520131],[0.97935936]
[-179.687945],[-27.66414063],[1.22392775]
[-179.5661703],[-28.46741187],[1.24455676]
[178.90907671],[-27.26869268],[1.34079311]
[-179.38840542],[-27.00760437],[1.66825564]
[179.50095793],[-28.71385674],[1.85276913]
[-179.34034899],[-29.97342292],[2.05843344]
[-178.73961809],[-30.09208652],[1.71886259]
[-179.26625778],[-28.69828138],[1.61813766]
[-179.98070913],[-28.02766955],[1.47292096]
[-179.60734517],[-28.08999083],[1.43263813]
[-179.27415798],[-27.13991275],[1.53895699]
[-179.84396674],[-27.84497635],[1.74333283]
[-179.71497109],[-26.76754128],[2.34061562]
[-179.70155966],[-28.12705064],[2.30796738]
[179.76291434],[-28.36541933],[2.18374678]
[-179.8295036],[-29.18864465],[2.21526252]
[-179.29305878],[-28.30188863],[2.04363275]
[-179.52820369],[-28.56590272],[1.9733985]
[-179.66321795],[-28.25398988],[1.91610225]
[-178.44226181],[-29.22401349],[1.84409679]
[-178.44226181],[-29.22401349],[1.84409679]
[-178.4402173],[-28.17438563],[1.72082331]
[-178.69485181],[-28.34615924],[1.82461097]
[-179.51661658],[-29.54668663],[2.38985007]
[-179.28480384],[-26.85746127],[2.4883585]
[-179.86814785],[-27.22398933],[1.80297596]
[-179.53461634],[-27.72310667],[2.21388287]
[-178.7970073],[-29.47723815],[2.85746338]
[-177.93809536],[-26.29751159],[2.26964746]
[-178.06236583],[-25.80856585],[1.57492339]
[-178.18989937],[-26.2225096],[1.92958012]
[-177.40354201],[-26.69336026],[2.50854794]
[-177.65824034],[-25.9312329],[2.34696248]
[-176.10851192],[-26.41712284],[2.07203188]
[-178.03678656],[-27.1371883],[3.08147934]
[-178.11586211],[-24.55161353],[3.15969948]
[-177.25382773],[-26.74749297],[3.13542098]
[-177.06518481],[-25.52282878],[2.98358702]
[-177.14795226],[-25.64805156],[2.59082803]
[-176.02996918],[-27.43143881],[2.21286368]
[-176.86695466],[-24.91171953],[2.08792855]
[-175.57638153],[-26.08637582],[1.62854133]
[-176.7061507],[-24.725501],[2.16979888]
[-177.8323055],[-25.1811399],[1.86001179]
[-176.09108749],[-25.67955516],[1.54059687]
[-177.68068142],[-23.77638114],[1.45878488]
[-177.8008327],[-25.84069001],[1.01836397]
[-178.42645345],[-25.25330157],[1.24583574]
[-178.42682213],[-25.29104069],[1.24544517]
[-178.5236302],[-24.82197992],[0.78525819]
[-178.11407869],[-25.49184197],[1.03448511]
[-175.52934225],[-26.09346416],[0.77176803]
[-176.93004638],[-22.34518525],[0.64906694]
[-177.24187382],[-24.19133761],[0.09641802]
[-176.94395079],[-25.00865301],[-0.15973115]
[-177.12535755],[-25.47574452],[0.17381796]
[-177.98072931],[-26.90910535],[0.66687533]
[-177.62224196],[-25.83184509],[0.23805766]
[-178.1615441],[-24.31196277],[-0.08846757]
[-178.0529136],[-24.8125333],[-0.4264786]
[-178.56958015],[-23.2200145],[0.19984839]
[-178.62212591],[-26.75079988],[0.03896256]
[-178.24984798],[-25.51059409],[0.5193385]
[-179.06100214],[-25.90873235],[0.83187221]
[-178.17418336],[-23.73539928],[1.15685357]
[-178.46467178],[-23.90713879],[1.4904603]
[-177.43719779],[-24.90784005],[2.10161854]
[-177.03148311],[-26.60664359],[2.5526785]
[-176.646934],[-26.40320515],[3.2166065]
[-175.9094466],[-25.9840613],[3.44035891]
[-176.12905584],[-26.58037962],[3.60824687]
[-174.79111637],[-25.23866931],[3.23859331]
[-174.6772481],[-26.48846823],[2.9717068]
[-176.18200751],[-25.98546958],[3.64394044]
[-174.09954677],[-25.64518561],[3.74122023]
[-176.29136292],[-25.57350251],[3.97837696]
[-175.83074817],[-26.84723605],[3.49909094]
[-176.08365176],[-24.71533433],[4.04150175]
[-176.04182497],[-26.02813331],[3.09286569]
[-173.94251967],[-26.33075221],[2.69811776]
[-175.29850122],[-28.56444469],[2.87153116]
[-175.9587518],[-26.86307509],[3.5202613]
[-175.16106547],[-27.96795576],[2.60571284]
[-173.44524471],[-25.60690898],[1.57559191]
[-174.62855406],[-26.22549954],[2.03687371]
[-174.66365059],[-23.49938954],[1.05371399]
[-175.01549037],[-24.64919618],[0.92724]
[-174.02809187],[-23.66622775],[0.49325166]
[-175.04409134],[-24.51993174],[0.18028204]
[-174.18030559],[-24.93643225],[-0.04076465]
[-174.39236048],[-25.6693457],[-0.2597396]
[-174.84664468],[-23.20403339],[0.02232549]
[-174.22731809],[-25.06163673],[-0.10091452]
[-175.03785632],[-23.17435456],[0.53971311]
[-174.8873077],[-23.06156654],[0.51216927]
[-175.39340671],[-21.26742379],[1.24225548]
[-175.26503613],[-21.82970256],[1.18557269]
[-175.1258214],[-21.68849457],[1.21110332]
[-174.77976949],[-21.32467677],[1.57924257]
[-174.35959334],[-24.59112347],[1.88517513]
[-174.18626912],[-25.04199369],[2.24012908]
[-175.55957383],[-25.69575414],[2.32419183]
[-174.29604528],[-23.06661026],[2.9955915]
[-175.20449374],[-24.15438713],[2.75570998]
[-174.54883177],[-23.2199944],[2.46205842]
[-174.72114807],[-23.61701734],[2.84457942]
[-174.24556841],[-25.33229119],[2.94140274]
[-174.74751784],[-25.37464658],[2.81304254]
[-175.0511438],[-27.25948797],[2.71382583]
[-175.41471652],[-22.86925547],[3.43217826]
[-174.51974496],[-23.36294803],[3.21668573]
[-174.07691621],[-22.84838968],[3.3317001]
[-174.95363831],[-26.01940817],[2.75848336]
[-174.95395627],[-27.11905514],[3.30349101]
[-175.01751265],[-25.6622184],[2.7356475]
[-176.02673032],[-26.29179514],[3.11281735]
[-175.31704797],[-25.97133563],[2.86863173]
[-174.71086037],[-25.12539732],[3.08113809]
[-176.26960279],[-23.83917862],[3.35527391]
[-175.72417968],[-25.53632809],[3.17183326]
[-175.38565174],[-23.89685799],[2.80482887]
[-174.53657722],[-24.03991938],[2.64112219]
[-174.95027811],[-24.65923762],[2.82387917]
[-175.26516066],[-26.17844391],[2.37851195]
[-175.02462071],[-25.20192602],[2.45884702]
[-175.94025181],[-25.76502427],[2.74742776]
[-175.48928954],[-25.68870979],[2.92040224]
[-176.99171085],[-23.38383003],[2.78622096]
[-176.64176537],[-25.22465085],[2.59695417]
[-175.81953865],[-24.0098711],[2.85064963]
[-174.89094408],[-23.42896675],[2.13658514]
[-175.25230669],[-25.69812072],[2.66160457]
[-176.57123125],[-24.77986858],[3.22242709]
[-175.75611535],[-25.03015699],[3.11131623]
[-176.0519558],[-25.46785692],[3.13194453]
[-175.36668587],[-24.41561272],[2.25452481]
[-175.13917072],[-26.61033304],[2.19623358]
[-174.77235222],[-23.8845757],[2.20759128]
[-175.38120513],[-26.26856286],[2.68930056]
[-175.72697751],[-24.47650997],[2.4128633]
[-175.66584711],[-26.18525802],[2.12987532]
[-176.01057352],[-21.49942602],[2.47968485]
[-174.90680326],[-24.37282774],[1.93447428]
[-174.65958677],[-20.66708823],[1.64676141]
[-175.05155552],[-22.832892],[1.72416502]
[-174.39247297],[-25.05393486],[1.8325751]
[-175.29902524],[-22.90991076],[2.22716862]
[-175.32532888],[-22.87002372],[1.91310124]
[-175.71302835],[-22.10470135],[1.79681773]
[-175.59536702],[-24.64463713],[1.7128286]
[-175.46685648],[-25.48065063],[1.92068985]
[-175.50035925],[-25.21987188],[1.66303112]
[-175.23262991],[-25.97282124],[1.73878993]
[-174.86853662],[-24.93874697],[1.88532766]
[-174.90607077],[-23.0907738],[1.90252988]
[-175.61806423],[-25.29329414],[1.63854376]
[-175.8499207],[-25.00568189],[1.28244038]
[-176.3116853],[-25.07369929],[2.14623254]
[-175.28836855],[-24.32550046],[0.99207016]
[-175.00157395],[-25.58504978],[1.25891198]
[-175.41550854],[-23.13700975],[1.04719605]
[-176.18627979],[-23.26753466],[1.5768932]
[-176.00564462],[-22.0852775],[0.8868867]
[-176.1186545],[-23.52687701],[1.34089692]
[-175.25920483],[-23.83396951],[0.97258674]
[-176.85425015],[-22.3047464],[1.83442219]
[-176.85393286],[-23.62145026],[1.50217481]
[-176.22087001],[-25.43586645],[1.21302903]
[-176.41748501],[-27.62203141],[1.06173506]
[-176.89083235],[-24.30497311],[1.95356209]
[-177.62598236],[-25.20401448],[1.56503646]
[-176.14983672],[-25.48039129],[1.65229012]
[-177.52957033],[-25.13274402],[1.59701895]
[-176.23322119],[-23.82301933],[1.03250321]
[-176.89791242],[-24.98997459],[1.06306813]
[-176.6260478],[-24.46194253],[1.21018885]
[-176.7006376],[-22.62157419],[1.56662614]
[-177.12404503],[-22.48104108],[1.99231482]
[-177.38034748],[-23.03681472],[2.1909114]
[-177.17833484],[-23.98315989],[2.25030138]
[-177.08006334],[-25.48327017],[2.79487325]
[-176.33411985],[-24.84168749],[3.09210973]
[-175.71820496],[-23.84359544],[2.8482177]
[-176.25909751],[-25.1399983],[2.66231542]
[-176.08948117],[-24.88641705],[2.74467171]
[-175.94846386],[-25.84572499],[2.724332]
[-175.61818827],[-25.58695824],[2.71471155]
[-176.0234783],[-25.53543853],[1.76215401]
[-177.32409128],[-25.21529673],[2.1832931]
[-175.9472778],[-25.54296256],[1.76230642]
[-175.35266835],[-25.3967668],[1.88957803]
[-176.57440608],[-26.65228693],[2.44885404]
[-174.97456661],[-24.85034316],[2.36129981]
[-177.53166937],[-25.5983643],[2.41798629]
[-176.31646216],[-25.04761503],[2.30860227]
[-176.63413222],[-25.36473454],[2.25699892]
[-175.9976582],[-26.92808461],[2.39162467]
[-175.69194303],[-27.15201811],[2.13148368]
[-176.79959327],[-26.81894279],[2.60954716]
[-175.796927],[-25.7234583],[3.18350346]
[-175.47559317],[-26.68832713],[2.68986997]
[-175.47559317],[-26.68832713],[2.68986997]
[-175.41536857],[-25.07342146],[2.83855419]
[-175.92164459],[-26.99255869],[2.81768771]
[-175.18058269],[-27.02669925],[2.58254723]
[-175.77843527],[-26.16574603],[1.94724702]
[-175.20688079],[-26.45427015],[2.09275783]
[-175.27515457],[-26.09797362],[2.07397411]
[-174.610242],[-27.09559298],[1.85417883]
[-174.81399744],[-26.21700574],[1.82591751]
[-176.64515234],[-24.38501366],[1.86609791]
[-177.84988524],[-26.4628806],[2.25750986]
[-176.30900995],[-24.74223908],[2.35448331]
[-177.13443165],[-24.88406864],[2.36185976]
[-176.82567506],[-25.50322027],[2.67714834]
[-177.01433259],[-25.35016168],[2.39732064]
[-176.7719043],[-26.24361094],[1.75134726]
[-176.87505051],[-25.60046506],[2.2973755]
[-177.88212338],[-26.2621843],[2.22233161]
[-177.02250674],[-26.1913992],[2.83158416]
[-176.42650152],[-25.21131263],[2.57703558]
[-179.20983487],[-26.85455458],[3.25970473]
[-178.26013496],[-25.61248037],[3.28139381]
[-178.24417496],[-27.07135103],[2.75134051]
[-177.17586584],[-25.99981188],[2.62355622]
[-176.63723977],[-27.60276536],[2.7274564]
[-176.4702451],[-27.27599085],[2.49270194]
[-177.49377549],[-26.03078239],[3.33348965]
[-177.10217621],[-25.25179786],[3.43830507]
[-176.93602135],[-25.70743941],[2.55087316]
[-177.85701885],[-24.79927884],[3.36573978]
[-178.93764121],[-24.71400841],[3.37731509]
[-177.14585855],[-27.91164037],[2.71464747]
[-175.56611874],[-30.16361761],[1.84918238]
[-176.08170018],[-30.72881101],[1.70631965]
[-174.70950843],[-33.34525604],[1.10817808]
[-176.70262444],[-31.23709889],[0.95925217]
[-175.02987888],[-33.00200147],[0.45014864]
[-176.12882789],[-31.17980998],[0.68107919]
[-176.49440663],[-32.3478739],[0.7369809]
[-175.53928559],[-31.10976025],[0.0615543]
[-176.70829531],[-32.14316383],[0.32935676]
[-175.3040507],[-34.7220822],[0.49433564]
[-175.06949713],[-35.10651941],[-0.30808842]
[-175.6450794],[-35.87604962],[-0.26558649]
[-174.9882067],[-35.67649603],[-0.31817426]
[-175.15010665],[-35.15419381],[-0.89911075]
[-175.93305578],[-34.72752946],[-0.65722514]
[-174.55418904],[-35.53524726],[-1.26549581]
[-176.00223359],[-35.79079559],[-1.2549567]
[-174.48132735],[-36.86357027],[-2.41971482]
[-175.47837242],[-33.81376249],[-2.18303696]
[-176.30811584],[-36.72031923],[-1.78246866]
[-176.46876443],[-34.83207498],[-2.85579645]
[-176.51559033],[-35.10934818],[-3.20323037]
[-177.1435128],[-35.58163888],[-2.46645995]
[-176.44144532],[-34.86736637],[-2.49179067]
[-175.79466461],[-34.84166694],[-3.55083105]
[-174.56179139],[-36.56451988],[-4.35262351]
[-176.31596475],[-36.21643817],[-3.13234612]
[-175.42864686],[-35.67404613],[-3.6152921]
[-176.99711126],[-34.76537856],[-3.11737627]
[-176.55426604],[-36.81476966],[-3.24904221]
[-175.80688912],[-35.68011501],[-3.79534794]
[-175.57220206],[-33.50946993],[-3.74410419]
[-175.56875281],[-34.70542585],[-4.85013921]
[-176.72173732],[-36.90573738],[-2.37528624]
[-174.91166369],[-36.73788265],[-4.51523227]
[-175.1176502],[-38.25285724],[-4.83838852]
[-176.00991091],[-35.1200204],[-3.91347166]
[-174.88133532],[-33.92217157],[-4.63408824]
[-176.81165339],[-35.19030018],[-4.19980968]
[-177.2124076],[-36.25662115],[-3.17829979]
[-175.92020851],[-36.54225032],[-4.43639994]
[-176.36677651],[-35.97813501],[-4.44493859]
[-175.60500279],[-36.54478797],[-4.41111075]
[-176.29846725],[-35.68337651],[-4.12530594]
[-176.93699607],[-35.25271518],[-4.17855602]
[-175.62613229],[-34.45356638],[-4.27493877]
[-175.02205255],[-34.43035895],[-5.14168882]
[-175.14241731],[-34.87358876],[-4.78104817]
[-175.22326385],[-34.48849899],[-4.77249321]
[-175.58206557],[-34.30300742],[-4.79380876]
[-175.46846628],[-34.02356275],[-4.72170137]
[-175.58206557],[-34.30300742],[-4.79380876]
[-175.40771386],[-35.73130206],[-4.15118274]
[-174.58266939],[-33.63954398],[-4.65669209]
[-175.28542238],[-33.93952673],[-4.4993677]
[-176.10712517],[-34.89291666],[-4.06649171]
[-175.69710163],[-35.06012036],[-4.68276595]
[-175.58934337],[-35.22745242],[-5.08402454]
[-174.96649325],[-35.85480064],[-4.64261889]
[-175.0797353],[-36.13843477],[-4.7151543]
[-174.68683912],[-36.51232835],[-4.70216555]
[-175.4396858],[-35.93736991],[-4.73048394]
[-175.00166213],[-34.81139762],[-4.52740926]
[-176.35630181],[-34.00919694],[-4.30997964]
[-175.35908694],[-38.43018881],[-3.73501654]
[-177.20420451],[-35.16770962],[-3.64375983]
[-176.53276219],[-36.36933928],[-3.9356069]
[-175.36069806],[-35.40328505],[-4.79413098]
[-176.188407],[-36.01453622],[-3.91981585]
[-176.3937632],[-35.03851719],[-3.50269286]
[-175.91861731],[-35.2006768],[-3.79249032]
[-176.65053028],[-36.71050033],[-2.96989354]
[-176.30915164],[-33.40360372],[-0.83460867]
[-176.54269967],[-32.69402438],[0.7402495]
[-175.07615063],[-29.88854749],[0.90597265]
[-175.26661058],[-29.35865705],[1.45732983]
[-175.04745267],[-30.16143655],[1.46427619]
[-174.57694595],[-30.08562829],[1.57353933]
[-176.38004794],[-31.02791299],[1.41655696]
[-176.04679282],[-30.68925014],[1.2828063]
[-177.29924016],[-30.50137737],[0.55149165]
[-177.18518691],[-29.55226524],[0.9737425]
[-176.35154373],[-30.11513706],[0.19635332]
[-176.04137629],[-29.13057588],[0.30835101]
[-177.54967692],[-31.46539359],[0.99592274]
[-175.29171441],[-31.79309511],[0.20647718]
[-174.77421343],[-31.10137561],[0.58099921]
[-175.64173559],[-31.64528988],[0.34664059]
[-177.07031915],[-31.28620853],[1.13167798]
[-174.98623852],[-31.78522235],[0.2784255]
[-176.56341917],[-31.18489449],[1.20624908]
[-174.98051605],[-30.77659701],[0.64870479]
[-176.24215281],[-30.94261432],[1.25665229]
[-176.7030454],[-31.00338244],[1.14851139]
[-176.10596706],[-29.91972651],[0.82966153]
[-176.71468014],[-30.01117675],[1.21677857]
[-176.38829666],[-30.46321355],[1.59335806]
[-176.85297258],[-30.52690302],[1.48496163]
[-176.47264068],[-31.82690311],[0.96013554]
[-176.30458355],[-30.46297049],[0.71550292]
[-177.13471818],[-29.71912813],[1.81402095]
[-176.61909169],[-29.11721781],[1.60442853]
[-177.1657252],[-30.52733634],[1.03600793]
[-177.19995402],[-29.56749931],[1.24889654]
[-175.15557103],[-29.44485797],[0.6577515]
[-175.39617351],[-30.85976495],[0.51095401]
[-176.18376736],[-29.32061814],[1.47218432]
[-177.1672098],[-27.97372293],[1.71458582]
[-176.70505302],[-29.23112872],[1.91453401]
[-177.74076252],[-29.70421466],[2.06527583]
[-176.80553686],[-30.56728042],[1.45494505]
[-176.73135591],[-30.06857304],[0.98108414]
[-177.15468587],[-32.10988962],[1.13037212]
[-177.34289796],[-30.37966227],[1.72586986]
[-177.90374323],[-30.24558087],[1.08492906]
[-176.89632619],[-29.9878177],[1.30764504]
[-178.04177277],[-30.55210878],[1.33645956]
[-178.37846729],[-31.23270403],[1.80627442]
[-177.6583012],[-31.78105766],[1.41073182]
[-177.5658836],[-31.56869222],[1.97910642]
[-177.57348098],[-30.46064336],[1.44507236]
[-178.41865927],[-29.78546554],[1.81940831]
[-177.3732031],[-32.68115765],[1.42897466]
[-175.83771601],[-29.52793152],[1.14221587]
[-176.92981633],[-29.27404023],[0.94714634]
[-178.09794637],[-28.91520033],[1.02392385]
[-177.73703447],[-29.43031445],[1.09463793]
[-177.86614631],[-28.67714606],[1.09514462]
[-177.54539486],[-28.10275467],[1.54120019]
[-177.21499883],[-29.00621449],[1.04549553]
[-176.40888573],[-29.08337865],[1.26992928]
[-177.10905834],[-28.37031757],[1.09415863]
[-177.79539426],[-29.38401743],[0.86946368]
[-177.49072705],[-28.23376526],[1.55144694]
[-177.6562788],[-27.28643829],[1.02870912]
[-177.94239703],[-28.32103249],[0.91910244]
[-177.54594118],[-28.14103191],[1.54102992]
[-177.96572496],[-27.50119845],[1.45739584]
[-178.03850322],[-28.93552458],[1.40355334]
[-177.6440303],[-27.62241991],[1.57371258]
[-178.04693356],[-28.60755266],[0.85598924]
[-177.0820629],[-28.69838237],[0.35813703]
[-177.03354616],[-28.3151782],[1.09555541]
[-177.26751137],[-27.77735906],[0.35632126]
[-177.90707966],[-27.57550548],[1.46560822]
[-177.83442467],[-29.1116724],[1.43472492]
[-178.5213403],[-28.8532948],[1.67320068]
[-178.08728646],[-28.40800793],[1.25611463]
[-176.93161173],[-28.30847368],[1.15052956]
[-176.49737089],[-26.82065116],[1.56259646]
[-177.42851758],[-29.7628864],[1.27557544]
[-176.82880419],[-28.53498222],[1.23765473]
[-177.18622497],[-26.33980136],[1.05278444]
[-176.41728561],[-28.94453317],[0.96003704]
[-176.26380955],[-26.99600698],[0.90785585]
[-178.07090654],[-28.12284019],[1.37169679]
[-177.89348241],[-27.5597271],[1.34291904]
[-178.03801321],[-26.83611075],[1.09733559]
[-177.53161921],[-26.6631071],[0.46266666]
[-177.48583486],[-26.66427007],[0.43680235]
[-177.38092312],[-29.2024654],[0.54689676]
[-177.13589323],[-27.67791062],[0.43200158]
[-175.5148495],[-29.91387739],[0.13933411]
[-176.46623237],[-30.4733034],[0.26261776]
[-177.33408493],[-28.3385926],[1.29429778]
[-177.46458791],[-27.07770603],[0.95768822]
[-176.4756118],[-27.47476696],[0.78948808]
[-176.3928623],[-27.07348467],[0.61549678]
[-177.6008988],[-27.98446947],[1.35645255]
[-177.89158355],[-28.56194756],[1.16704775]
[-179.77885719],[-27.21541592],[2.05333915]
[-179.86096172],[-26.86267188],[1.51649567]
[-177.79193135],[-27.08950068],[0.87175998]
[-178.29782478],[-25.44389326],[1.23189502]
[-177.66540875],[-29.18559503],[1.41275322]
[-178.34109249],[-27.59005754],[2.19683474]
[-176.98749926],[-28.9599043],[1.38813731]
[-178.05342227],[-28.38443613],[2.19512354]
[-178.76614413],[-28.28670409],[1.61630773]
[-178.16519964],[-27.36155113],[1.83755014]
[-179.53961208],[-25.41630838],[2.24611828]
[-178.69161586],[-24.75289334],[1.93037951]
[-179.36160989],[-24.16731575],[2.01712177]
[-178.93607352],[-26.23071654],[1.55710074]
[-177.11374425],[-25.66310368],[1.75588119]
[-177.09261236],[-24.62752634],[1.91638555]
[-177.75353768],[-22.59432308],[2.08535342]
[-177.30979413],[-25.16462085],[2.46830271]
[-178.0550264],[-25.38945197],[2.21136504]
[-177.6011327],[-25.31773083],[2.43328435]
[-178.78856052],[-27.94273478],[1.98740408]
[-178.08897827],[-25.21809544],[1.64250975]
[-179.63197348],[-26.8231466],[1.49058752]
[-179.23371744],[-25.64058001],[1.58492491]
[-178.48758276],[-26.45171373],[1.22680719]
[-178.91704885],[-25.35438134],[0.79448782]
[-178.18464167],[-25.41025149],[1.3719663]
[-178.02626141],[-25.56113588],[1.06337622]
[-177.64396258],[-26.69110917],[1.71847504]
[-177.74854007],[-25.85777939],[1.95592032]
[-177.57024493],[-26.85698505],[2.28662708]
[-176.63329931],[-27.09877531],[1.65274474]
[-178.68290451],[-22.23665678],[2.01593603]
[-178.876721],[-22.75667929],[1.91510725]
[-178.34068214],[-21.95732942],[1.57251532]
[-178.26425849],[-22.72850475],[1.52078033]
[-174.58521048],[-16.71030205],[-0.11637591]
[-177.95531914],[-22.33564702],[1.13715615]
[-178.61710142],[-20.32873559],[0.54293757]
[-176.56990544],[-22.39155696],[-0.03209763]
[-175.7677023],[-20.39607101],[-0.37823843]
[-176.20842984],[-18.64471676],[-0.89893274]
[-175.63563937],[-16.99070515],[-1.85116069]
[-175.3105363],[-16.77850015],[-2.01478015]
[-176.57555859],[-17.36660944],[-2.51263567]
[-176.53382518],[-15.11939141],[-2.57637494]
[-177.48019005],[-14.04693198],[-3.12466188]
[-177.67542465],[-14.03901424],[-2.61554033]
[-176.15618738],[22.40180903],[-2.68720446]
[-176.25586078],[16.07436563],[-3.55926765]
[-177.09253686],[-15.56419582],[-3.40073374]
[-177.32962644],[-15.20076344],[-3.77699784]
[-178.03929332],[-12.46090111],[-4.34151618]
[-178.1311761],[-15.14506649],[-5.84708456]
[-178.65117485],[-15.39966023],[-6.7555654]
[-178.71337371],[-15.53199958],[-7.49315832]
[-178.23923859],[-13.58722419],[-9.13077482]
[-178.02501975],[-14.6107134],[-10.75522247]
[-178.24341546],[25.34452348],[-15.26458535]
[179.33525291],[12.73614915],[-15.46097178]
[-178.02159727],[28.378544],[-16.22339413]
[-178.57669021],[25.98490691],[-15.4097665]
[-178.86045744],[26.5284632],[-16.52086909]
[-178.74440928],[26.9509841],[-16.33070806]
[-179.499534],[28.68283389],[-16.39300008]
[-179.00817025],[31.20494825],[-17.01510969]
[-179.28279847],[31.57558219],[-17.4941447]
[-179.16622936],[33.96890968],[-17.54835257]
[-178.69631687],[30.3773305],[-17.61785996]
[-177.47345648],[31.33931339],[-17.70811875]
[-178.74479833],[28.8325108],[-17.91646293]
[-176.61425001],[28.1927673],[-17.90872461]
[-176.49446382],[30.39598926],[-18.48620765]
[-177.98707358],[28.33099712],[-18.40357609]
[-179.34332582],[24.93234068],[-16.69127261]
[-176.61352879],[25.9494131],[-16.31963921]
[-173.7803978],[27.06515327],[-15.35943254]
