9000,8868,0.985333333
[-173.41258678],[23.26256058],[-13.3341068]
[-175.55177262],[-10.95669003],[-11.21338049]
[-174.61511442],[-13.80328486],[-9.49173417]
[-173.31690609],[-17.19430943],[-7.65345135]
[-172.94030935],[-23.7699597],[-6.82120781]
[-171.54579432],[-30.93896063],[-3.40661802]
[-172.06759323],[-30.05013536],[-0.75769914]
[-170.74693372],[-32.67029421],[0.78820846]
[-172.75256049],[-36.02649862],[1.23048657]
[-174.20928218],[-32.8096335],[4.51093793]
[-172.58519947],[-35.69401317],[4.26956]
[-174.98502522],[-32.14708576],[5.96583817]
[-175.23586078],[-27.88782635],[6.35654052]
[-177.54031922],[-27.17288264],[6.77440384]
[-175.10399528],[-36.89678085],[9.76592898]
[-177.24037842],[-31.44941415],[9.2851342]
[-178.66423977],[-32.14363527],[9.64511671]
[-176.18383045],[-32.21029261],[9.37707272]
[-175.91106818],[-30.27635785],[8.79780944]
[-175.92152736],[-34.24387462],[8.11377123]
[-177.56917256],[-32.85830986],[5.21860253]
[-175.88361204],[-35.66269513],[3.53523674]
[-176.0631613],[-28.64656333],[3.16329341]
[179.6547474],[-30.53878889],[2.9042873]
[-176.23478208],[-35.19756718],[2.31947289]
[-176.59732643],[-35.30616635],[1.18950857]
[-175.31964562],[-34.90873355],[0.06757914]
[-178.81307242],[-36.3174201],[0.02174286]
[-178.41290686],[-35.51108565],[-0.93663099]
[-178.28905485],[-32.11891947],[-0.7320896]
[-178.47721857],[-31.79635268],[-0.83670002]
[-178.38477636],[-32.54323695],[-0.33397282]
[-178.83526236],[-33.27210757],[-0.63429447]
[-178.81900856],[-35.20227571],[-0.64244901]
[-179.92313909],[-33.43251259],[0.18106439]
[179.39797167],[-34.21016932],[0.48842973]
[179.4293499],[-34.00724749],[0.27697989]
[178.50138592],[-36.25435209],[0.52552882]
[177.16871449],[-36.06574602],[0.5623209]
[176.35032766],[-33.71797122],[1.11575635]
[178.17418585],[-32.43533264],[-0.00064026]
[177.60560647],[-33.76868634],[-0.54041255]
[178.1389021],[-34.21172791],[-0.31514312]
[178.74908092],[-31.45990275],[-0.04970837]
[179.84413803],[-31.59671348],[0.2462412]
[177.84146696],[-33.05584177],[1.06389728]
[178.42890206],[-31.5715357],[0.70560848]
[179.74033209],[-31.2936765],[0.18006529]
[178.65919403],[-32.31125065],[0.83968009]
[178.70323663],[-31.13069642],[1.30110157]
[179.93500097],[-32.96741426],[1.25170369]
[-178.83396087],[-31.85546697],[0.92676982]
[-178.55141083],[-31.77978671],[1.24889589]
[-176.98308761],[-30.37135756],[2.67319554]
[-176.66634111],[-30.1984849],[3.05076909]
[-178.22014978],[-29.75094903],[3.88497527]
[-178.21807616],[-29.71222415],[3.88422834]
[-177.96176557],[-29.09239453],[4.12674206]
[-178.15022516],[-29.22277003],[4.09089079]
[-179.00695],[-31.25815582],[3.92301371]
[-179.27417159],[-30.50041293],[4.97075274]
[-179.46014564],[-29.8011132],[5.05205274]
[-179.71213617],[-29.49455475],[4.75905557]
[179.38322614],[-29.54130856],[5.67353085]
[-179.3060641],[-28.53295637],[5.5966031]
[179.9814212],[-26.44459729],[6.59047736]
[-179.83456657],[-22.77237587],[6.678975]
[-179.87673376],[-20.27100963],[6.7272202]
[-179.60765142],[-22.44316911],[6.76403638]
[-179.41131235],[-20.6604165],[7.17267658]
[179.27794385],[-19.85347068],[7.25397559]
[179.2426755],[-17.6866],[7.05472009]
[-177.03867683],[23.35842125],[6.31051466]
[-178.22908225],[-14.18541363],[6.76173722]
[-179.34069689],[-17.03739971],[7.11200693]
[179.04649448],[-17.00479258],[7.35717652]
[179.21459326],[-14.53823405],[8.20589277]
[179.33512585],[-13.54799426],[8.20608047]
[-179.99982726],[-16.86127548],[7.7053555]
[179.78156663],[-16.98452364],[7.65695667]
[179.48075719],[-16.52365433],[7.27501124]
[179.48918746],[-18.67277197],[7.57551415]
[179.39701391],[-15.85949553],[6.71388675]
[-179.75960344],[-17.38040697],[6.70252048]
[-179.6742303],[-19.02873707],[6.37061344]
[-178.98505393],[-17.56697421],[6.15200686]
[-179.52718437],[-20.20956726],[6.45852474]
[-179.05782496],[-22.84154607],[6.70671318]
[179.85816107],[-21.99818796],[7.10351842]
[178.99390015],[-25.62447746],[7.16066735]
[-179.0378622],[-25.3436345],[6.28142773]
[179.41502283],[-25.54412729],[6.84559712]
[179.91327598],[-26.8456969],[6.52287762]
[179.70443873],[-27.02357776],[6.11350761]
[-179.7147428],[-27.36871647],[6.35215675]
[-179.21711111],[-27.66287275],[6.06525]
[179.84550804],[-26.68802284],[6.23577272]
[178.98992786],[-27.09433237],[6.21427533]
[-179.77546228],[-27.45264244],[5.90807704]
[-178.89492147],[-27.96441722],[5.32634179]
[-178.11645793],[-27.69031606],[5.43663436]
[-179.18698984],[-28.66411192],[5.20848236]
[-178.64296009],[-29.39415618],[4.66816508]
[-179.10661199],[-28.40816932],[5.12361216]
[-179.38747827],[-29.19551188],[4.97213507]
[-179.54485066],[-28.72851143],[4.59601638]
[-179.55609149],[-28.28450277],[4.93318576]
[-179.55609149],[-28.28450277],[4.93318576]
[-178.94699776],[-27.86830954],[4.68649156]
[179.70095914],[-26.56271394],[4.34259368]
[179.49290479],[-27.62839904],[4.83227118]
[-179.54378237],[-26.5988642],[4.82889773]
[-179.55498065],[-28.56653007],[4.0045179]
[179.01047991],[-24.18339222],[5.04155199]
[-179.4386987],[-24.20132795],[4.21703088]
[-179.27569295],[-25.4796746],[4.19956698]
[179.64481439],[-26.32882814],[4.29018768]
[-178.93304935],[-24.82888583],[4.65395212]
[179.80051877],[-27.04810102],[5.11502472]
[-179.99255285],[-28.0737629],[4.40894441]
[179.75754824],[-28.83727585],[3.73792837]
[177.5801564],[-23.59106488],[4.1826382]
[177.23971778],[-24.15204809],[3.45008779]
[177.45965246],[-24.67540313],[3.0086271]
[176.49617468],[-19.98548852],[3.58580732]
[176.98116015],[-21.72872101],[3.29493736]
[176.68456139],[-21.01597144],[3.01131391]
[175.25169087],[-14.04772215],[3.85966311]
[175.56996291],[-16.29043006],[3.6990387]
[176.1552726],[-17.59538131],[3.80641505]
[176.13258136],[-17.39540838],[3.89584452]
[177.07621122],[-18.00203394],[3.82639499]
[177.1049915],[-19.8258745],[3.49572091]
[177.53638912],[-18.56131446],[3.02421532]
[176.93386355],[-19.1743917],[3.27328043]
[178.20948479],[-19.88884358],[3.22689179]
[178.03099108],[-20.46256344],[3.16403876]
[177.7620659],[-16.6409059],[3.44513776]
[177.33105831],[-20.18131717],[3.43304236]
[178.12660461],[-20.76332527],[3.72735068]
[177.36076403],[-18.07328361],[3.80787458]
[178.8635618],[-17.63712991],[3.51211541]
[178.06040398],[-16.59390632],[3.66002968]
[178.20326601],[-15.43425671],[4.56873602]
[178.03889894],[-14.71122009],[4.3922858]
[179.19650697],[-11.04176341],[4.39978161]
[179.97679806],[-16.75098065],[4.36243334]
[179.09069363],[-10.16317084],[4.66673212]
[-177.74725289],[-5.06988666],[4.79387699]
[-178.95234528],[-11.35331629],[5.19888842]
[-176.58275831],[-2.65384305],[4.92620686]
[-178.85642966],[-11.65030072],[5.31794651]
[-174.67000514],[28.04437173],[6.22677816]
[-174.36075909],[28.26371388],[6.0313952]
[-174.97500036],[27.23017896],[5.56848227]
[-174.31071409],[34.898548],[6.32075837]
[-175.48943715],[32.42920326],[5.785793]
[-176.55112077],[28.88156993],[5.66673812]
[-176.5374529],[32.90237687],[5.56336245]
[-176.00420524],[29.32916696],[5.65177357]
[-175.63737559],[30.80535936],[5.87026356]
[-175.97521852],[31.60923093],[5.93494545]
[-176.42258726],[27.39332277],[6.38316822]
[-176.60405289],[29.11110337],[6.02657848]
[-175.25102955],[33.02465746],[5.92568637]
[-173.22349786],[35.08184862],[6.05912461]
[-174.6867215],[31.00289469],[5.38298738]
[-174.98341846],[30.64035328],[5.36496923]
[-175.9390955],[32.18107273],[4.4989761]
[-175.73610668],[31.10669529],[5.07175036]
[-176.99998014],[32.16968033],[4.67697136]
[-176.8352603],[32.44765172],[4.88750579]
[-177.07287702],[28.53677714],[4.45247283]
[-175.32640788],[30.83662822],[4.66198011]
[-174.7058978],[28.78535129],[4.71301494]
[-174.13500028],[32.72375868],[5.1148249]
[-175.06867679],[30.00681581],[4.38043738]
[-174.97856858],[32.24351782],[4.70875051]
[-174.83471379],[32.57241432],[5.3194759]
[-174.97856858],[32.24351782],[4.70875051]
[-174.98932349],[27.1637478],[4.61415393]
[-175.48223963],[27.92652364],[4.31774351]
[-174.7179589],[30.88171486],[5.22115697]
[-175.35073401],[28.48281374],[5.12815675]
[-174.26387344],[28.54275642],[5.34091184]
[-175.61059722],[22.68431867],[4.99052046]
[-175.64699285],[25.48310471],[5.52973293]
[-174.1636849],[25.76208824],[5.50024961]
[-175.59911477],[22.77555231],[4.99376468]
[-174.73881249],[26.17025269],[5.24514547]
[-174.93459007],[28.5057971],[4.85741908]
[-177.78884896],[-11.34438233],[4.86471773]
[-175.53851297],[28.62649976],[4.77081901]
[-179.63080642],[-13.58902279],[5.21091803]
[-178.68073654],[-13.78677936],[5.02401309]
[-177.918123],[-14.40212984],[4.60420837]
[177.42779829],[-1.05879647],[5.39549854]
[-176.19310013],[26.64185048],[4.4409144]
[-176.60738192],[22.4927355],[4.30069922]
[178.29311561],[1.78334324],[4.48221819]
[-176.92013366],[24.43235169],[4.53005764]
[-177.6551794],[14.25032582],[4.19290126]
[-175.8264572],[25.39550938],[4.45068533]
[-174.92705528],[30.62318056],[4.6126173]
[-177.01530972],[-12.45323292],[4.4655513]
[-175.870337],[14.96443506],[4.07905904]
[-177.03424128],[-12.91492981],[4.15454783]
[-178.03056289],[-13.75081159],[4.3666009]
[-178.03056289],[-13.75081159],[4.3666009]
[-176.23596933],[31.0558733],[4.12440083]
[-177.48233832],[30.2380953],[4.63358687]
[-178.62656718],[27.75058013],[3.32994834]
[-177.59676757],[-22.18698498],[2.89543577]
[-179.23370738],[-23.32028078],[2.25482121]
[179.53196305],[-24.91084763],[2.31547642]
[178.77234023],[-24.7076831],[2.2469717]
[179.13225434],[-22.96952066],[2.42127205]
[178.22437662],[-23.46217397],[2.01676375]
[179.60612726],[-21.2893591],[2.47584918]
[179.14172855],[-22.97837704],[2.32191593]
[-179.6054891],[-23.6556049],[2.69133748]
[-179.38095117],[-24.94887492],[3.32767241]
[-178.63654933],[-23.84211897],[3.40306056]
[-179.07973853],[-22.80228016],[3.5565087]
[-179.18694974],[-21.87580182],[3.29264006]
[179.66391126],[-20.910654],[3.47899503]
[-179.13215155],[-19.33547188],[3.35907206]
[-177.85458962],[-15.51263838],[3.27181688]
[-176.04277783],[6.00033318],[3.31645021]
[-176.59146656],[25.12155217],[3.57917297]
[-174.43234682],[30.86196719],[4.13184577]
[-174.5887683],[31.5527172],[4.31977754]
[-173.32895671],[32.46426574],[4.61279623]
[-173.75441206],[32.32935421],[4.88951689]
[-174.40821617],[32.44322835],[4.42956872]
[-174.62104186],[34.94051289],[5.32056949]
[-174.28487135],[35.21382268],[5.21977035]
[-173.60275465],[36.50622262],[5.39619577]
[-174.10047084],[35.5272994],[5.11114695]
[-172.84656622],[35.47600458],[5.20245873]
[-173.32004528],[35.17820179],[5.3609741]
[-173.28255189],[35.82870632],[5.53523329]
[-172.84655361],[33.92077047],[5.80434202]
[-173.38943147],[34.82891313],[5.37094472]
[-172.33049802],[35.53008637],[5.93072483]
[-173.86922616],[33.30366842],[5.28124601]
[-173.71252902],[33.93575029],[5.07265751]
[-172.97855552],[34.39039722],[4.77405289]
[-173.83756328],[32.19386436],[5.09540708]
[-173.78807806],[32.84412441],[4.80493253]
[-172.72326581],[33.71580572],[4.61576241]
[-173.30918604],[34.69212583],[4.30136202]
[-172.61094769],[36.17425725],[4.25282675]
[-172.99395692],[36.17120775],[3.65112151]
[-172.9404416],[35.50183934],[3.58259455]
[-174.01613428],[36.78508093],[2.53376897]
[-173.3808464],[34.36398076],[2.60824918]
[-173.8874144],[37.96639858],[2.00040552]
[-174.88476523],[36.88415568],[1.27012522]
[-174.88895333],[36.82800036],[1.26817338]
[-174.44385825],[36.88667469],[1.11459047]
[-174.64026224],[36.63577245],[0.15781823]
[-174.56048816],[35.94594011],[-0.58545035]
[-174.91156648],[37.17729151],[-1.01119429]
[-175.86703188],[36.57554153],[-1.71779702]
[-176.89014378],[35.41714145],[-3.64324821]
[-178.54646362],[37.47412909],[-3.77422759]
[-176.88294736],[37.72019021],[-3.02783086]
[-177.63527344],[36.62360042],[-2.8917704]
[-176.31759123],[33.4941644],[-1.68690692]
[-176.65081766],[33.05407429],[-0.97824537]
[-175.85601486],[28.61392554],[0.57104512]
[-174.94857114],[31.11671734],[1.21257597]
[177.03652845],[-11.95210793],[2.4099322]
[-176.67781763],[-23.4507662],[1.99635363]
[-177.10554083],[-21.0228861],[1.94021853]
[-176.78826697],[-23.4562478],[3.21300132]
[-177.43167508],[-21.09141417],[3.34394921]
[-176.95261928],[-23.90997422],[2.60506277]
[-177.32843403],[-23.12225909],[2.9623016]
[-177.13679924],[-24.40629067],[4.02639272]
[-176.91800509],[-25.01190571],[4.2831118]
[-177.14288533],[-26.22508266],[4.87028336]
[-178.22133474],[-25.8244755],[5.06541729]
[-178.38161985],[-26.77416991],[5.39506777]
[-178.51602061],[-25.01365143],[5.35365215]
[-177.52112877],[-25.97490528],[5.70349173]
[-178.3791731],[-25.07376971],[5.7205356]
[-178.11639315],[-24.30246007],[5.21210321]
[-178.31781521],[-24.3709077],[5.37722178]
[179.94069656],[-23.15755331],[4.58514768]
[-179.34961349],[-23.41554763],[3.92727657]
[-179.22222234],[-23.83024049],[4.01574745]
[179.92480012],[-24.2429373],[3.65224923]
[-179.93959602],[-23.97491087],[2.97566128]
[-179.42718559],[-23.46596814],[2.85738415]
[-179.72470172],[-21.0875798],[2.2646692]
[-179.64746036],[-22.74534177],[2.22090706]
[179.52064994],[-23.189281],[1.90608742]
[179.84178337],[-22.84709278],[1.9166899]
[-179.83375442],[-23.41199061],[1.32798215]
[-179.97515568],[-22.205892],[1.28736289]
[-178.90231155],[-21.52703195],[0.71871699]
[-179.69399026],[-20.27351979],[1.07847167]
[179.49394895],[-19.64706392],[0.76827975]
[-179.73455173],[-20.6882167],[0.54192837]
[-178.53107876],[-21.12263015],[0.18697292]
[179.38981754],[-21.93501394],[0.56406794]
[-179.85546222],[-19.90025689],[-0.42838151]
[-179.42760316],[-23.98956525],[-0.69921271]
[179.18698914],[-25.38673074],[0.06960455]
[179.36967442],[-30.02713311],[-0.93289049]
[179.13433747],[-33.88917928],[-1.89036091]
[178.81959869],[-33.11036192],[-0.76330956]
[178.18085799],[-34.83940591],[-2.48848724]
[179.07940137],[-32.6161903],[-3.46183327]
[179.80682957],[-34.12293286],[-3.11525823]
[-179.05963004],[-32.63994746],[-3.80430196]
[-178.72311325],[-35.87706639],[-4.0573681]
[-178.31267833],[-33.68134723],[-4.51980748]
[-178.77360475],[-34.00251866],[-3.87925232]
[-177.6349182],[-33.53536246],[-4.50150335]
[-178.98436854],[-32.02636783],[-3.50922793]
[-179.86268726],[-32.62038739],[-3.32429412]
[-178.94431076],[-33.69703314],[-2.97478254]
[-177.63605121],[-34.82929114],[-3.36583071]
[-178.46309737],[-36.4198939],[-2.79367428]
[-178.793337],[-35.15018829],[-3.8658222]
[-177.9124304],[-32.40663384],[-4.75580601]
[-178.42444174],[-36.44629926],[-4.84327558]
[-177.41817571],[-33.45065447],[-5.03622788]
[-178.11307961],[-33.88271989],[-5.0120624]
[-177.49979841],[-34.29540427],[-4.79171041]
[-179.26835714],[-31.42711498],[-4.29912892]
[-179.51365835],[-31.85213155],[-4.37850584]
[-178.96642316],[-32.76501736],[-5.08099828]
[179.91862205],[-35.29237613],[-4.82633834]
[-179.86730913],[-35.26331988],[-4.92170889]
[-179.66733265],[-32.67334863],[-5.37635955]
[-178.38842125],[-32.58505201],[-6.0559523]
[-179.01211213],[-32.02807225],[-7.65338751]
[-179.71447553],[-33.39827702],[-8.57642957]
[-179.82874408],[-31.81540392],[-9.30813538]
[-179.75668918],[-31.00972684],[-10.69968356]
[-178.34393039],[-31.54074086],[-10.89557296]
[-178.30510744],[-29.36045023],[-11.52952834]
[-177.78476393],[-30.33026308],[-12.3106584]
[-178.30424322],[-29.22593322],[-12.99055611]
[-177.92699534],[-30.75722891],[-13.55299743]
[-177.46582517],[-27.06084608],[-14.5810018]
[-177.55023556],[-26.6681587],[-14.77932311]
[-177.20967587],[-24.98437236],[-15.81926908]
[-178.7369997],[-24.57004781],[-15.60384408]
[-178.14537246],[-28.71775047],[-15.4899495]
[-178.86548033],[-28.14846893],[-14.26643042]
[-176.49729541],[-27.36852668],[-16.19335699]
[-178.68780938],[-26.38641246],[-15.4585448]
[-177.97113636],[-28.02704818],[-16.10066624]
[-178.27089186],[-29.00637093],[-15.41156245]
[-178.39337476],[-27.15179491],[-15.15628136]
[-177.77820906],[-28.28905486],[-14.44418997]
[-179.10441841],[-28.73246186],[-13.46595438]
[-177.32128966],[-27.97067583],[-13.4446817]
[-178.16798218],[-28.99224347],[-12.84066231]
[-177.41352767],[-30.83082455],[-12.46772445]
[-177.85037252],[-29.28548109],[-12.09280376]
[-179.49904828],[-30.28193254],[-11.88641167]
[-179.18716403],[-30.20646425],[-11.94031177]
[-179.42243218],[-28.9438894],[-11.32701469]
[-178.71353883],[-29.1194489],[-10.96753153]
[179.81759727],[-28.67459913],[-10.95756553]
[178.75899807],[-28.59154186],[-10.27566564]
[-178.24578818],[-32.77583709],[-9.85307206]
[179.27988153],[-29.8099151],[-9.20849006]
[177.66652363],[-30.64199103],[-7.71496557]
[177.62803411],[-33.43601597],[-6.46887123]
[175.71522853],[-28.79281812],[-7.03693667]
[174.80860352],[-31.99411967],[-4.67367567]
[175.80084498],[-35.28698115],[-4.29267293]
[175.51651562],[-34.48216815],[-5.70423085]
[175.58016273],[-34.71710582],[-5.09522881]
[176.1445536],[-35.938732],[-5.49719671]
[175.61120625],[-34.18901316],[-5.30270521]
[178.16384056],[-35.7267267],[-5.12549931]
[176.22593011],[-34.53914344],[-4.92464689]
[177.75029339],[-36.09956202],[-4.40001834]
[178.62699148],[-34.92282226],[-4.83163555]
[179.24571116],[-35.01762695],[-5.12677311]
[179.9954017],[-35.23607029],[-4.78341423]
[-179.37225478],[-34.22228942],[-4.76281751]
[179.37414634],[-32.43710819],[-4.74482058]
[179.85193461],[-31.7348313],[-4.25929218]
[179.3393078],[-34.20020153],[-4.29255303]
[-179.88579447],[-35.44889627],[-4.43785488]
[178.1266055],[-35.37075814],[-3.37040092]
[177.46160071],[-35.18260553],[-2.70072273]
[177.81663852],[-36.98573113],[-2.48078505]
[177.64809786],[-37.48414212],[-2.34412821]
[178.32349393],[-36.3391545],[-3.04595393]
[-179.98754349],[-38.33674264],[-3.92183808]
[-179.16284481],[-36.64463637],[-4.90848847]
[-179.16046256],[-37.03108724],[-4.73668646]
[-176.59987025],[-32.71764529],[-5.59822293]
[-177.74176942],[-34.65219944],[-5.87059459]
[-177.94168605],[-33.01618453],[-5.67297114]
[-175.75419059],[-32.75149525],[-6.81107255]
[-177.1294375],[-34.07718607],[-6.36529162]
[-177.44521691],[-33.97928188],[-6.065213]
[-178.77365467],[-33.88925845],[-5.2657654]
[-178.31861366],[-33.27987962],[-6.15602428]
[-178.09264803],[-31.36927211],[-6.11851098]
[-177.31676379],[-31.9090975],[-7.1068415]
[-178.2316981],[-33.57803427],[-6.77665419]
[-176.6990688],[-33.61947495],[-7.80265863]
[-177.14897479],[-33.04630419],[-7.57172241]
[-177.82020574],[-34.95973662],[-7.60990817]
[-177.78424138],[-31.82896217],[-7.12087121]
[-179.47368124],[-31.85516924],[-6.85877706]
[-179.21158996],[-31.05625487],[-6.43433302]
[-178.96809272],[-32.4896697],[-6.6637573]
[-177.82977125],[-34.30804768],[-5.7298726]
[-177.26751457],[-34.86725942],[-5.75270988]
[-177.31470137],[-35.59320257],[-5.82413167]
[-178.56947591],[-35.11150017],[-5.36082792]
[-178.02357728],[-33.29783066],[-4.54722559]
[-177.99469993],[-36.55317928],[-4.41475475]
[-177.48747434],[-34.34982315],[-4.62245912]
[-178.11348447],[-34.52247237],[-4.29344189]
[-177.08922847],[-34.81583927],[-4.31929621]
[-176.99165935],[-35.04284325],[-3.87685331]
[-177.13654717],[-33.97506422],[-3.01070736]
[-177.73857425],[-33.87407412],[-3.23769314]
[-176.89054186],[-35.16501939],[-2.8302602]
[-177.24425255],[-35.70453325],[-2.32666944]
[-179.12697411],[-34.53598339],[-0.90319245]
[-177.05984225],[-34.73010753],[-1.2294531]
[-177.93656297],[-33.75654093],[-0.17915985]
[-177.74609731],[-34.47503196],[0.9412641]
[-177.42980233],[-34.19095824],[2.05756483]
[-178.30619176],[-30.64230078],[4.83932705]
[-176.40918933],[-29.60262661],[5.79947924]
[-177.56175474],[-29.82946307],[6.15629573]
[-176.1418985],[-29.61915117],[6.89809828]
[-177.57840623],[-29.62002602],[7.05958797]
[-177.74739324],[-29.67360443],[7.46022765]
[-177.03941476],[-28.7687497],[7.29873047]
[-176.03610255],[-30.14404569],[6.43334619]
[-176.97409348],[-29.94293465],[6.64508929]
[-178.37552745],[-30.70144007],[6.76910432]
[-177.91947202],[-30.42800179],[6.17689601]
[-178.09016202],[-30.13078398],[5.67911222]
[-177.43365667],[-29.1267066],[6.59694173]
[-178.81719716],[-29.12898647],[6.55941867]
